V1A	V1B	V1C	V2A	V2B	V2C	V2D	V2E	V2F	V3A	V3B	V3C	V4A	V4B	V4C	V4D	V4E	V5A	V5B	SEX	ALTER	HERKU	FB
3	5	5	5	5	5	5	5	5	4	3	5	3	4	5	5	5	3	4	1	23	2	9
2	5	5	5	5	5	5	5	5	2	4	5	3	2	5	5	5	4	5	1	27	2	9
2	3	3	5	5	5	5	5	5	4	2	5	5	3	5	5	5	2	3	1	23	2	9
2	4	3	3	5	5	3	5	5	4	2	5	1	3	5	5	5	4	4	1	27	3	9
3	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	1	23	2	9
2	4	3	5	5	5	5	5	5	4	2	5	3	3	5	5	5	4	4	1	26	2	9
3	5	4	4	5	5	5	5	5	4	3	5	5	5	5	5	5	5	5	1	27	2	9
1	5	3	4	5	5	5	5	5	4	1	5	2	2	5	5	5	4	5	1	27	2	9
2	4	4	4	5	5	5	5	5	3	2	3	4	3	5	5	5	4	5	1	27	2	9
2	5	4	3	5	5	5	5	5	4	4	5	2	2	5	5	3	5	5	1	24	2	9
3	5	5	4	4	5	5	5	5	4	4	5	5	5	5	5	5	4	5	1	26	2	9
2	5	5	4	4	5	5	4	5	3	2	5	4	3	5	5	4	5	5	1	25	1	9
3	5	5	4	4	5	5	5	5	3	4	5	3	3	5	5	5	5	5	1	25	2	9
1	4	2	5	5	5	5	5	5	5	1	5	4	2	5	5	5	4	5	1	23	2	9
1	3	4	3	3	5	5	5	5	2	1	4	2	1	4	5	5	4	5	1	21	2	9
2	5	3	5	5	5	5	5	5	4	2	5	4	3	5	5	5	4	4	1	25	2	9
1	2	3	3	5	4	5	5	5	2	2	5	3	3	5	5	5	4	5	1	24	2	9
3	5	5	5	5	5	5	5	5	4	3	5	2	2	5	5	5	3	5	1	22	2	9
2	3	5	5	5	5	5	5	5	4	2	5	3	3	5	5	5	4	5	1	24	2	9
4	5	5	5	5	5	5	5	5	5	3	5	4	4	5	5	5	5	4	1	21	3	9
2	4	4	5	5	5	5	5	5	4	2	4	3	3	3	5	4	3	4	1	23	2	9
2	3	4	5	5	5	5	5	5	2	2	5	4	3	3	4	5	5	5	1	24	2	9
3	5	5	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	5	1	24	2	9
1	3	5	5	5	5	5	5	5	4	2	5	4	3	5	5	5	5	5	1	28	2	10
3	5	5	5	5	5	5	5	5	5	2	5	5	5	5	5	5	2	5	1	20	2	10
2	3	3	5	5	5	5	5	5	2	2	5	2	3	5	5	5	2	3	1	20	2	10
3	5	5	5	5	5	5	5	5	5	2	5	4	3	5	5	5	5	5	1	21	2	10
2	4	5	5	5	5	5	5	5	4	2	5	2	2	3	5	5	2	4	1	20	2	10
2	5	5	5	5	5	5	5	5	3	2	4	2	4	5	5	5	4	5	1	20	2	10
2	3	4	3	5	5	5	5	5	5	1	3	2	2	3	5	5	4	5	1	21	2	10
3	4	4	5	5	5	5	5	5	4	2	5	3	2	2	5	5	3	4	1	19	2	10
3	3	4	5	5	5	5	5	5	4	3	5	4	2	4	5	5	5	5	1	21	2	10
2	5	4	5	5	5	5	5	5	4	3	5	4	4	5	5	5	4	5	1	19	2	10
2	4	5	4	3	5	4	5	5	3	1	5	4	2	5	5	4	5	4	1	21	2	10
2	4	4	5	5	5	5	5	5	3	2	3	2	3	5	5	5	3	4	1	21	2	10
3	5	4	5	5	5	5	5	5	4	3	5	5	5	5	5	5	5	5	1	20	2	10
2	4	5	5	5	5	5	5	5	2	1	5	2	2	2	5	5	3	5	1	19	1	10
2	3	3	4	4	5	5	5	5	2	2	5	3	2	2	5	5	4	5	1	20	1	10
2	5	4	5	5	5	5	5	5	5	2	5	3	3	4	5	5	5	5	1	21	2	10
1	5	5	5	5	5	5	5	5	2	3	5	3	2	5	5	5	3	5	1	19	1	10
2	3	4	5	5	5	5	2	3	2	1	5	1	2	1	5	3	4	4	1	18	1	10
2	3	3	5	5	5	5	2	5	3	2	5	1	1	4	4	2	5	5	1	23	3	10
1	3	3	5	3	5	5	5	5	1	1	5	3	3	5	5	5	3	5	1	27	2	10
2	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	4	5	1	23	2	10
1	4	2	5	4	5	5	5	5	1	1	5	4	2	5	5	5	4	5	1	28	1	10
3	5	4	5	5	5	5	5	5	4	2	4	3	3	5	5	5	5	5	1	28	2	10
1	3	4	5	4	5	5	5	3	4	2	5	3	1	3	5	5	3	5	1	22	2	10
1	3	5	4	5	5	5	5	5	3	2	3	1	1	5	5	4	4	5	1	26	2	10
2	3	3	5	5	5	5	5	5	3	3	5	2	2	3	4	4	5	5	1	23	2	10
2	5	4	5	5	5	5	5	5	4	2	5	4	4	5	5	5	5	5	1	28	2	10
3	5	5	5	5	5	5	5	5	3	2	5	5	5	5	5	5	5	5	1	45	3	10
2	5	3	5	5	5	5	5	5	4	2	5	3	3	4	5	5	4	5	1	22	2	10
2	5	5	5	5	5	5	5	5	5	4	5	4	4	5	5	5	5	5	1	23	2	10
2	5	5	5	5	5	5	5	5	3	3	5	4	5	5	5	5	5	5	1	25	1	10
3	4	4	5	5	5	5	5	5	4	3	5	4	4	5	5	5	4	5	1	26	2	10
3	4	5	5	5	5	5	5	5	4	3	5	3	4	5	5	5	5	5	1	30	2	10
3	5	5	5	5	5	5	5	5	5	3	5	4	4	5	5	5	5	5	1	32	3	10
4	5	5	5	5	5	5	5	5	4	3	5	3	2	5	5	5	4	4	1	30	2	10
4	5	4	5	5	5	5	5	5	5	4	5	4	3	5	5	5	5	5	1	22	2	10
2	4	5	5	5	5	5	5	5	5	2	5	3	2	4	4	4	3	4	1	24	2	10
2	5	5	5	5	5	5	5	5	5	2	5	2	1	5	5	5	5	5	1	22	2	10
1	4	2	3	5	5	5	5	5	3	2	5	3	2	5	5	4	4	5	1	25	2	10
2	5	4	3	4	5	5	5	5	4	4	5	4	3	5	5	5	4	5	1	22	2	11
2	5	5	5	5	5	5	5	5	3	2	4	2	2	5	5	5	5	5	1	31	1	11
2	4	4	4	3	4	5	4	5	3	1	4	3	3	5	5	3	4	5	1	28	2	11
3	5	5	5	5	5	5	5	5	5	2	5	5	4	5	5	5	5	5	1	27	2	11
3	5	4	4	3	2	3	5	5	4	4	4	3	4	5	5	5	4	5	1	23	2	12
2	5	3	3	3	5	5	5	5	2	2	4	3	3	5	5	5	4	5	1	24	2	12
1	3	2	4	2	2	4	4	5	3	1	4	2	2	5	5	3	3	4	1	24	2	12
1	4	3	5	3	5	5	5	3	3	2	5	3	3	5	5	4	3	5	1	20	2	12
3	5	4	5	5	5	5	5	4	4	3	4	4	4	5	5	5	5	5	1	20	2	12
2	3	4	5	4	4	5	4	5	3	1	5	3	4	5	4	5	4	5	1	21	2	12
3	5	3	4	3	4	5	3	5	3	3	5	2	2	3	4	5	4	3	1	19	2	12
2	5	3	3	2	2	3	2	5	2	2	3	4	2	4	5	2	5	5	1	25	2	12
3	5	4	5	5	5	5	5	5	4	2	5	4	4	5	5	4	4	5	1	20	2	15
3	5	4	4	5	5	5	5	5	4	3	5	4	4	5	5	5	4	5	1	21	2	15
4	5	5	5	5	5	5	5	5	3	3	5	5	5	5	5	5	5	5	1	19	2	15
2	4	3	3	5	3	5	5	5	3	2	5	2	3	5	5	5	3	4	1	23	2	15
2	5	4	3	3	3	5	5	5	3	1	5	3	3	5	5	5	4	5	1	23	2	15
3	5	5	4	5	5	5	5	5	4	2	5	4	2	4	5	5	3	5	1	23	1	16
3	5	2	5	5	5	5	5	5	5	3	5	4	4	5	5	4	4	4	1	22	2	16
2	5	5	3	3	5	5	5	5	2	2	5	4	2	5	5	5	5	5	1	24	2	16
3	5	4	4	4	5	4	5	5	3	2	3	2	2	2	5	5	5	5	1	22	2	16
3	4	3	4	5	5	5	5	5	4	3	5	3	3	5	5	5	5	5	1	24	2	16
2	5	4	5	5	5	5	5	5	4	2	5	5	5	5	5	5	5	5	1	29	2	16
2	5	4	5	5	5	5	5	5	5	3	5	4	2	5	5	5	4	5	1	26	2	16
2	4	5	5	5	5	5	5	5	4	2	5	3	3	5	5	5	5	5	1	23	2	16
2	5	3	5	5	5	5	5	5	4	2	3	3	3	4	5	5	3	4	1	22	2	16
3	4	5	5	5	5	5	5	5	4	4	4	4	4	5	5	5	4	5	1	24	2	16
3	5	3	3	3	5	5	5	5	3	2	5	3	3	5	5	5	5	5	1	23	2	16
2	4	2	3	3	4	2	3	4	2	2	2	1	2	3	4	2	5	5	1	22	2	16
3	5	5	5	5	5	5	5	5	4	3	5	5	4	5	5	5	5	5	1	21	2	16
3	4	5	5	5	5	5	5	5	3	3	5	5	5	5	5	5	5	5	1	28	2	16
2	4	4	5	5	5	5	5	5	4	2	4	3	3	5	5	5	5	5	1	21	2	17
1	4	3	5	3	5	5	5	5	2	2	5	4	3	5	5	5	5	5	1	25	2	17
1	4	3	5	2	5	2	5	5	2	2	5	2	5	5	5	5	2	3	1	24	3	17
3	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	4	5	1	23	2	17
3	5	5	5	3	5	5	5	5	3	2	5	2	3	5	5	5	5	5	1	20	2	17
2	4	4	5	5	5	5	5	5	3	2	5	4	5	5	5	5	4	5	1	21	2	17
2	5	4	5	5	5	5	5	5	4	2	3	2	2	5	5	5	3	5	1	27	2	17
3	5	5	5	5	5	5	5	5	4	3	5	4	4	5	5	5	4	5	1	23	2	17
2	4	5	5	5	5	5	5	5	4	2	5	2	3	5	5	5	3	4	1	22	2	17
2	5	5	4	5	5	5	5	5	4	2	5	4	2	5	5	5	4	5	1	30	2	17
5	5	5	5	5	5	5	5	5	5	5	5	3	3	5	5	5	5	5	1	19	2	17
2	5	3	3	2	5	5	5	5	2	2	5	2	2	5	5	5	5	5	1	22	1	17
2	4	4	5	5	5	5	5	5	4	2	5	3	3	5	5	5	3	4	1	22	1	17
3	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	1	23	2	17
2	4	4	5	5	5	5	5	5	5	2	5	4	3	5	5	5	5	5	1	25	2	17
2	3	2	3	5	5	5	5	5	2	1	5	3	3	5	5	5	3	5	1	25	2	17
2	4	3	5	5	5	5	5	5	3	2	5	3	3	5	5	5	2	3	1	22	2	17
2	3	2	5	4	5	5	5	5	4	2	5	3	3	5	5	5	4	5	1	28	2	17
1	4	3	3	5	5	5	4	5	4	1	4	3	3	3	4	4	3	4	1	22	2	17
2	5	2	5	5	5	5	5	5	4	2	5	2	2	5	5	4	4	5	1	22	2	17
2	4	4	5	5	5	5	5	5	3	3	5	2	2	5	5	5	4	5	1	24	2	17
1	4	4	5	5	5	5	5	5	2	1	5	1	1	5	5	5	4	5	1	23	2	17
2	5	4	4	4	5	5	5	5	4	2	5	2	4	5	5	5	5	4	1	23	2	17
3	5	4	5	5	5	5	5	5	5	2	5	3	4	5	5	5	5	5	1	24	2	17
3	4	4	5	5	5	5	5	5	5	3	5	3	3	5	5	5	4	5	1	23	2	17
3	5	5	5	5	5	5	5	5	4	3	5	3	3	5	5	5	4	5	1	25	2	17
3	4	5	5	5	5	5	5	5	4	2	5	5	5	5	5	5	4	5	1	22	2	18
2	4	2	4	5	4	5	5	5	3	2	5	4	4	5	5	5	4	5	1	24	2	18
2	5	5	5	4	5	5	5	5	2	2	5	3	4	5	5	5	4	5	1	21	2	19
3	5	4	5	5	4	5	5	5	5	3	5	3	4	5	5	5	4	5	1	23	2	19
2	4	4	5	5	5	5	5	5	3	2	5	2	4	5	5	5	5	5	1	21	2	19
2	4	3	4	5	5	5	5	5	3	2	5	3	3	5	5	5	4	4	1	21	2	19
2	4	4	5	4	5	4	4	5	3	1	5	2	2	5	5	5	4	5	1	20	1	19
2	3	3	4	5	5	5	4	5	3	2	5	2	2	4	4	5	3	4	1	23	2	19
2	4	4	5	5	5	5	5	5	3	2	5	2	3	5	5	4	4	5	1	26	2	19
3	5	4	5	5	5	5	5	5	4	3	5	4	4	5	5	5	5	5	1	26	2	19
2	4	3	5	5	5	5	5	5	3	1	5	3	3	5	5	4	3	5	1	28	2	19
3	5	3	5	5	5	5	5	5	4	3	5	3	3	5	5	5	4	5	1	24	1	19
3	5	5	5	5	5	5	5	5	4	2	5	3	2	5	5	5	5	5	1	23	3	20
4	4	5	5	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	1	20	2	20
2	3	3	4	5	5	5	4	5	2	2	4	2	2	4	4	5	5	5	1	20	2	20
2	4	3	5	4	5	5	5	5	3	2	5	2	2	2	5	3	3	4	1	19	3	20
2	4	4	3	5	5	4	5	5	3	2	5	3	4	5	5	5	3	4	1	19	2	20
3	4	3	5	5	5	5	5	5	5	2	5	4	4	5	5	5	5	5	1	22	2	20
2	4	3	5	5	5	5	5	5	5	2	5	3	2	3	5	5	3	5	1	19	2	20
4	5	4	5	5	5	5	5	5	3	3	5	2	4	5	5	5	5	5	1	20	2	20
1	5	3	4	4	5	5	5	5	2	1	5	2	3	5	5	5	5	5	1	21	1	20
4	5	4	5	5	5	5	5	5	5	4	5	3	3	4	5	5	5	5	1	20	1	20
2	5	5	4	5	5	5	5	5	2	2	5	3	4	5	5	5	5	5	1	21	2	20
3	4	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	4	5	1	20	2	20
2	4	3	5	5	5	5	5	5	5	2	5	2	2	5	5	5	5	5	1	22	2	20
2	4	4	5	2	5	5	5	5	3	2	5	2	2	5	5	5	4	4	1	24	2	20
1	2	1	5	5	5	5	5	5	3	1	5	5	5	5	5	5	3	5	1	25	3	20
3	5	2	5	5	5	5	5	5	2	2	5	5	5	5	5	5	5	5	1	26	2	20
3	5	4	5	5	5	5	5	5	4	3	5	3	3	4	5	5	4	5	1	21	2	20
3	3	3	4	4	4	4	3	4	2	2	4	3	4	4	4	5	3	5	1	23	2	20
1	5	4	5	5	5	5	5	5	3	1	5	2	1	5	5	5	3	5	1	24	2	20
4	5	4	5	5	5	5	5	5	4	3	5	2	3	4	5	5	5	5	1	21	1	20
2	4	4	2	2	4	4	5	5	2	2	5	2	3	5	5	5	4	5	1	22	2	20
2	5	3	4	5	5	5	5	5	3	2	5	5	5	5	5	5	5	5	1	23	2	20
2	3	2	5	5	5	5	5	5	2	2	5	5	5	5	5	5	5	5	1	23	2	20
4	5	5	4	5	5	4	5	5	4	2	5	4	3	5	5	5	3	4	1	27	2	20
2	3	2	4	3	3	4	1	3	1	2	1	4	2	4	3	3	1	5	1	25	1	20
4	3	5	5	5	5	5	5	5	4	4	5	3	3	5	5	5	5	5	1	24	2	20
3	4	3	5	5	5	5	5	5	4	2	5	2	3	5	5	5	4	5	1	24	2	20
2	3	4	5	5	5	5	5	5	3	2	5	3	3	3	4	3	4	5	1	26	2	20
4	5	4	5	5	5	5	5	5	4	4	5	5	4	5	5	5	5	5	1	29	2	20
3	4	5	5	5	5	5	5	5	5	3	5	4	4	5	5	5	5	5	1	22	2	20
4	5	4	5	5	5	5	5	5	4	3	5	4	4	4	5	5	5	5	1	22	2	20
2	4	4	3	2	5	5	5	5	5	1	5	2	2	5	5	3	4	5	1	23	2	20
4	5	5	5	5	5	5	5	5	4	4	5	4	5	5	5	5	4	4	1	27	2	20
4	5	5	5	5	5	5	5	5	4	4	5	4	4	5	5	5	5	5	1	23	2	20
2	4	4	5	5	5	5	5	5	2	2	5	2	2	4	5	5	2	5	1	22	2	20
4	4	4	5	5	5	5	5	5	3	4	5	5	4	5	5	4	4	5	1	23	2	20
2	4	4	5	5	5	5	3	5	5	2	5	2	3	5	5	5	5	5	1	23	2	20
3	5	3	5	5	5	5	5	5	3	1	5	1	1	1	5	5	4	5	1	23	2	20
2	5	2	5	4	5	5	5	5	5	2	5	4	4	5	5	5	3	5	1	23	2	20
2	5	5	4	5	5	5	5	5	3	3	5	3	2	5	5	5	4	5	1	25	2	20
4	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	1	21	1	21
4	5	5	5	5	5	5	5	5	4	3	5	5	5	5	5	5	4	5	1	20	2	21
4	1	5	4	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	1	24	2	21
3	5	5	3	5	5	5	5	5	1	3	5	1	2	3	4	5	3	5	1	21	2	21
3	5	4	5	5	5	5	5	5	4	3	5	5	5	5	5	4	5	5	1	30	2	21
2	5	5	5	5	5	5	5	5	2	2	5	5	5	5	5	5	5	4	1	24	2	21
2	4	3	4	5	5	5	5	5	3	2	5	2	3	5	5	5	4	5	1	24	2	21
3	5	5	5	5	5	5	5	5	4	2	5	5	4	5	5	4	4	5	1	28	2	21
3	3	5	4	4	4	4	4	4	4	1	3	5	5	5	5	5	3	4	1	21	2	21
2	4	3	3	5	5	5	5	5	3	1	5	3	4	5	5	5	4	5	1	23	2	21
1	4	4	5	5	5	5	5	5	4	2	5	4	5	5	5	5	3	4	1	22	2	21
2	5	4	5	5	5	2	5	5	2	2	5	5	5	5	5	5	2	4	1	22	2	21
3	4	5	5	5	5	5	5	5	3	3	5	5	5	5	5	5	4	5	1	26	2	21
2	3	4	5	5	5	5	5	5	4	2	5	3	3	5	5	5	3	5	1	20	1	21
2	4	4	4	4	5	5	4	5	3	2	5	3	5	5	5	5	4	5	1	24	1	21
3	5	5	4	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	1	23	2	21
2	4	4	4	4	5	5	5	5	3	1	5	2	3	3	5	5	3	5	1	22	2	21
3	5	5	5	5	5	5	5	5	3	3	5	5	5	5	5	5	5	4	1	22	2	21
4	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	1	27	2	21
3	5	4	3	3	5	5	5	5	3	3	5	3	5	5	5	5	5	5	1	23	1	21
2	5	5	5	5	5	5	5	5	3	2	5	4	3	5	5	5	5	5	1	22	2	21
3	5	5	5	5	5	5	5	5	4	2	5	5	5	5	5	5	4	5	1	23	2	21
3	4	5	5	5	5	5	5	5	4	4	5	5	3	5	5	5	3	5	1	25	2	21
1	3	4	4	5	5	5	3	5	3	2	4	2	1	4	5	2	3	5	1	23	1	21
2	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	1	26	2	21
3	5	5	5	5	5	5	5	5	5	3	5	5	4	5	5	4	5	5	1	24	2	21
3	4	4	5	5	5	3	5	5	3	3	5	5	5	5	5	5	3	4	1	31	2	21
3	5	5	5	5	5	5	5	5	5	3	5	3	3	5	5	5	5	5	1	27	2	21
3	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	3	5	1	26	2	21
2	5	5	5	5	5	5	5	5	4	3	5	2	4	5	5	5	4	5	1	25	2	21
3	5	5	5	5	5	5	5	5	5	3	5	3	3	5	5	5	4	5	1	24	1	21
2	5	5	5	5	5	5	5	5	4	2	5	5	5	5	5	5	5	5	1	23	2	21
4	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	1	24	1	21
2	5	5	5	5	5	5	5	5	4	2	5	2	2	5	5	5	5	5	1	24	2	21
3	4	5	5	5	5	5	5	5	5	3	5	4	4	4	5	5	5	5	1	20	2	21
3	5	5	5	5	5	5	5	5	4	3	5	4	3	4	5	5	3	5	1	21	2	21
3	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	3	5	1	22	2	21
3	5	5	5	5	5	5	5	5	4	3	5	4	4	5	5	5	4	5	1	20	2	21
2	5	5	5	5	5	5	5	5	3	2	5	2	3	5	5	5	3	5	1	25	2	21
2	5	5	5	5	5	5	5	5	3	2	5	5	4	5	5	5	5	5	1	21	3	21
3	5	5	5	5	5	5	5	5	2	2	4	3	5	5	5	5	5	5	1	21	2	21
2	4	4	5	5	5	5	3	5	2	2	5	3	3	3	5	4	5	5	1	21	2	21
1	3	3	2	5	5	5	5	5	2	2	4	3	3	3	4	4	4	5	1	20	2	21
2	5	5	5	5	5	5	5	5	4	2	4	4	4	5	5	5	5	5	1	21	2	21
3	4	5	4	4	5	5	3	5	3	2	5	3	3	4	5	4	3	5	1	20	2	21
2	4	3	5	5	5	4	5	5	3	2	5	3	3	5	5	4	4	5	1	19	1	21
2	5	5	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	1	40	2	21
2	4	4	5	5	5	5	5	5	4	3	5	4	4	5	5	5	5	5	1	22	2	21
2	5	5	5	5	5	5	5	5	2	2	5	4	3	3	5	5	3	5	1	21	2	21
2	4	5	2	4	4	3	4	4	4	2	5	3	4	4	5	5	5	5	1	23	2	21
1	1	1	3	5	5	3	2	5	3	1	1	1	1	5	5	5	5	5	2	26	2	1
3	5	5	4	5	5	5	5	5	4	4	5	5	5	5	5	5	3	4	2	29	2	1
3	3	3	5	5	5	5	5	5	3	3	5	5	5	5	5	5	5	5	2	26	2	1
3	4	5	5	5	5	5	5	5	4	3	5	5	2	5	5	5	2	3	2	28	2	1
1	3	3	3	4	5	5	5	5	1	1	4	3	4	5	5	5	2	4	2	27	2	1
3	5	5	5	5	5	5	5	5	4	3	5	5	5	5	5	5	4	5	2	26	1	1
2	4	2	3	5	5	5	5	5	4	2	5	3	5	5	5	5	5	5	2	28	2	1
2	5	5	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	2	19	2	1
2	3	3	5	5	5	5	5	5	3	2	4	2	2	5	5	5	3	4	2	21	2	1
1	4	3	3	2	5	5	5	5	3	2	5	3	2	5	5	5	4	4	2	20	2	1
1	3	2	5	5	5	5	5	5	4	2	5	3	2	4	5	5	4	5	2	25	2	2
2	4	2	3	2	5	5	5	5	4	2	5	3	2	4	5	5	2	4	2	26	2	2
3	4	4	5	5	5	5	5	5	3	2	5	3	2	5	5	5	3	4	2	22	2	2
2	5	3	5	5	5	5	5	5	3	2	5	3	2	2	5	5	2	4	2	22	2	2
2	5	2	4	5	5	5	5	5	3	2	5	2	2	5	5	5	5	5	2	23	2	2
2	5	4	5	5	5	5	5	5	3	1	4	3	3	4	5	5	4	5	2	27	2	2
1	1	2	3	3	5	5	5	5	3	1	5	2	2	5	5	5	3	5	2	24	1	2
1	2	2	5	5	5	5	5	5	3	1	5	2	1	5	5	4	5	5	2	28	2	2
2	4	3	3	4	5	5	2	5	3	2	4	3	2	5	5	5	5	5	2	26	2	2
2	4	3	5	5	5	5	5	5	4	1	5	2	2	5	5	5	5	5	2	27	2	2
2	5	3	4	5	5	5	4	5	4	2	5	1	1	3	5	4	4	5	2	25	2	2
2	3	2	3	2	5	5	4	5	2	1	2	2	1	4	4	4	2	3	2	24	2	2
2	5	3	4	4	5	5	5	5	3	2	5	3	2	4	5	5	5	5	2	23	2	2
2	4	3	5	5	5	5	5	5	3	1	5	2	1	4	5	5	4	5	2	26	2	2
3	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	5	4	5	2	21	2	3
2	5	4	5	5	5	5	5	5	5	3	5	5	5	5	5	5	4	4	2	23	2	3
3	5	4	5	4	5	5	5	5	4	3	5	4	3	5	5	5	2	3	2	28	3	3
3	5	5	5	5	5	5	5	5	3	3	5	4	4	4	4	4	5	5	2	24	2	3
2	5	4	5	5	5	5	5	5	3	2	5	3	2	5	5	5	4	4	2	26	2	3
1	5	3	5	5	5	5	5	5	4	2	5	4	4	5	5	5	5	5	2	28	2	3
2	4	4	5	5	5	5	5	5	5	3	5	3	3	4	5	5	4	5	2	27	2	3
2	4	2	5	5	5	5	5	5	3	3	5	5	5	5	5	5	5	5	2	29	2	3
2	4	4	5	5	5	5	5	5	4	3	5	3	4	5	5	5	4	5	2	21	2	3
2	3	4	5	5	5	5	5	5	3	2	5	3	2	5	5	5	3	4	2	25	2	3
2	4	4	5	5	5	5	5	5	5	2	5	4	4	5	5	5	5	5	2	27	3	3
2	4	4	5	5	5	4	5	4	4	2	5	4	4	5	5	4	4	5	2	24	2	3
2	3	3	5	5	5	5	5	5	2	1	5	5	3	5	5	5	5	5	2	33	2	3
2	5	5	5	5	4	5	5	5	3	2	5	2	2	5	5	3	4	4	2	24	3	3
2	4	3	3	4	5	5	3	5	2	2	5	2	3	5	5	3	5	5	2	26	2	3
3	5	3	4	5	5	5	5	5	4	3	5	4	4	5	5	5	4	5	2	21	2	4
2	5	3	4	5	5	5	5	5	4	2	3	2	3	5	5	5	4	5	2	21	2	4
4	5	5	5	5	5	5	5	5	5	4	5	4	4	5	5	5	4	5	2	28	2	4
3	5	5	5	5	5	5	5	5	5	3	5	4	4	5	5	5	5	5	2	25	2	4
2	4	3	2	5	5	5	5	5	4	2	5	4	4	5	5	5	3	3	2	28	2	5
1	5	5	5	5	5	5	5	5	4	2	5	5	5	5	5	5	5	5	2	23	2	5
2	2	3	5	5	4	5	5	5	2	2	4	5	5	5	5	5	4	5	2	20	2	6
2	5	5	5	5	5	5	5	5	3	3	5	4	4	4	4	4	5	5	2	26	2	6
2	5	5	5	5	5	5	5	5	4	2	5	5	2	5	5	5	5	5	2	22	2	6
2	5	5	5	5	5	5	5	5	2	2	5	3	3	5	5	5	5	5	2	28	2	6
4	5	5	5	5	5	5	5	5	5	4	5	3	5	5	5	5	5	5	2	23	2	6
2	5	5	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	2	25	2	6
2	5	5	5	5	5	5	5	5	4	3	5	5	5	5	5	5	5	5	2	28	2	6
3	5	5	5	5	5	5	5	5	5	3	5	4	5	5	5	5	4	5	2	20	2	7
3	5	4	5	5	5	5	5	5	4	2	5	3	3	5	5	5	5	5	2	25	2	7
2	4	3	3	5	5	5	5	5	3	3	5	5	5	5	5	5	4	5	2	34	2	7
3	5	5	5	5	5	5	5	5	5	3	5	5	2	5	5	5	4	5	2	21	2	9
2	4	5	5	5	5	5	5	5	2	2	5	5	4	5	5	5	4	4	2	23	2	9
3	5	5	3	5	5	5	4	5	5	3	5	2	2	5	5	5	5	5	2	21	3	9
1	4	5	4	5	5	5	5	5	3	2	4	5	3	3	5	5	3	4	2	21	2	9
5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	2	21	2	9
2	4	4	3	3	2	5	5	5	3	2	4	2	2	3	4	4	5	5	2	25	3	9
3	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	2	28	2	9
2	5	3	5	5	5	5	5	5	4	3	5	2	2	5	5	5	5	5	2	25	2	9
2	5	3	5	5	5	5	5	5	4	2	5	4	2	5	5	5	5	5	2	27	2	9
1	5	3	5	5	5	5	5	5	3	1	5	2	4	5	5	5	5	5	2	27	2	9
2	5	3	2	3	5	5	5	5	2	2	5	5	3	5	5	5	5	5	2	28	2	9
2	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	5	3	4	2	33	2	9
2	4	5	3	5	5	3	5	5	3	2	5	4	4	5	5	5	3	5	2	26	2	9
3	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	2	26	2	9
1	5	5	4	5	5	5	5	5	3	3	5	5	5	5	5	5	5	5	2	25	2	9
1	3	5	5	5	5	5	4	4	3	3	3	2	2	4	5	4	4	5	2	26	2	9
1	5	5	4	5	5	5	4	5	4	1	4	2	2	5	5	5	5	5	2	22	3	9
3	5	5	5	5	5	5	5	5	5	2	5	2	2	5	5	5	5	5	2	21	2	10
2	4	4	5	5	5	5	5	5	5	3	5	4	4	5	5	5	4	4	2	24	2	10
1	3	3	5	5	5	5	5	5	3	1	5	5	5	5	5	5	5	5	2	26	2	10
2	2	4	4	4	3	2	1	2	2	2	4	3	2	4	4	2	5	5	2	28	2	11
2	5	2	5	5	5	5	5	5	4	2	5	2	2	4	5	5	5	5	2	25	2	11
1	3	1	2	2	3	4	3	3	2	2	4	2	3	5	5	2	3	5	2	23	2	12
2	5	3	4	2	5	4	5	5	2	2	5	5	4	5	5	5	4	1	2	26	2	12
2	4	3	2	2	4	4	5	5	2	3	5	5	5	5	5	5	2	4	2	27	2	13
2	3	3	5	5	5	5	5	5	3	3	5	3	2	5	5	5	5	5	2	22	2	16
