V1A	V1B	V1C	V2A	V2B	V2C	V2D	V2E	V2F	V3A	V3B	V3C	V4A	V4B	V4C	V4D	V4E	V5A	V5B	SEX	ALTER	HERKU	FB
2	5	4	5	3	5	5	4	5	4	1	5	4	2	5	5	5	5	5	2	21	2	10
2	5	3	4	5	5	5	5	5	3	3	5	4	4	4	5	5	4	5	2	20	2	10
1	2	5	5	5	5	5	2	5	1	1	3	1	1	1	4	2	2	2	2	26	2	10
1	5	3	3	4	5	5	3	5	2	1	5	2	2	5	5	4	4	5	2	26	2	10
1	4	4	5	5	5	5	4	5	3	1	5	2	2	3	5	5	3	4	2	26	2	10
5	5	5	5	1	1	5	2	2	1	1	2	2	1	5	5	5	4	4	2	24	2	10
1	4	1	4	5	5	5	5	5	4	2	5	2	2	3	5	5	4	5	2	25	2	10
3	5	5	5	5	5	5	5	5	3	3	5	3	2	5	5	5	5	5	2	25	2	10
1	3	5	1	1	5	1	5	5	1	1	3	1	1	5	2	5	4	5	2	29	2	10
2	1	4	4	3	5	5	2	4	3	1	5	2	1	4	4	2	2	3	2	25	2	10
1	3	2	2	3	3	5	1	1	2	1	1	2	1	3	3	2	5	5	2	23	2	10
1	1	1	4	4	4	4	1	2	1	1	2	1	1	2	2	2	4	5	2	25	2	10
4	5	5	5	5	5	5	5	5	4	3	5	5	5	5	5	5	5	5	2	21	2	11
2	5	5	4	5	5	5	5	5	3	2	5	3	4	5	5	5	4	5	2	25	2	11
2	3	4	3	3	5	4	5	5	2	2	4	3	2	4	5	5	2	3	2	21	2	11
1	5	5	5	5	5	5	5	5	1	2	5	2	1	5	5	5	4	3	2	28	2	11
2	4	4	3	4	5	5	5	5	3	2	5	4	2	2	5	5	1	3	2	25	2	11
2	2	3	2	2	2	3	2	4	1	2	2	1	1	1	3	1	2	2	2	25	2	12
1	2	2	3	1	5	3	4	2	1	1	4	3	2	5	5	2	3	3	2	23	2	12
2	4	3	4	2	4	5	5	2	2	2	5	4	4	5	5	5	3	5	2	21	2	12
1	1	1	2	3	3	1	1	1	2	2	1	1	1	3	3	1	4	5	2	21	3	12
1	5	5	1	1	2	1	2	2	1	2	2	1	1	3	4	1	3	5	2	29	2	12
1	1	1	2	3	2	4	2	2	2	2	2	1	2	4	5	1	4	2	2	22	2	12
1	3	2	2	2	5	5	5	5	2	2	5	2	2	4	4	5	2	4	2	22	2	12
2	4	3	5	3	5	5	5	4	4	3	4	4	2	5	5	5	5	5	2	22	2	12
2	3	2	2	2	1	4	2	2	2	2	2	1	1	5	5	3	4	5	2	23	2	12
2	4	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2	2	26	1	12
2	2	2	2	2	1	4	1	2	2	2	3	2	2	3	4	3	3	3	2	24	2	12
3	3	3	4	3	2	4	2	4	1	1	3	3	1	4	4	2	4	4	2	26	2	12
1	4	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	2	25	2	12
2	1	4	3	4	2	5	1	2	2	2	5	2	1	4	5	1	4	4	2	26	2	12
2	2	3	4	4	5	5	4	4	2	2	5	1	2	5	5	2	4	5	2	21	2	12
1	2	2	4	1	1	3	4	1	1	1	1	1	1	2	5	4	5	5	2	21	2	12
2	3	3	4	3	1	3	5	2	1	1	3	1	1	4	5	3	2	5	2	21	2	12
1	3	3	2	3	3	2	4	2	1	1	4	1	1	4	5	4	1	1	2	21	2	12
1	2	2	3	1	4	5	5	2	1	1	3	2	1	1	4	3	2	2	2	20	2	12
2	5	3	5	1	3	3	4	2	2	2	3	4	2	4	4	4	4	5	2	21	2	12
3	3	3	3	1	2	3	2	1	1	2	2	1	1	1	4	2	1	1	2	22	2	12
1	3	2	1	1	1	2	3	3	1	1	1	1	1	4	4	1	4	5	2	24	2	12
3	3	3	5	3	3	4	4	5	3	1	3	2	2	3	2	3	1	3	2	22	2	12
2	4	4	3	3	5	5	5	5	2	2	4	4	3	5	5	4	4	5	2	24	3	12
3	3	3	3	1	3	3	2	2	2	2	3	2	2	2	4	2	4	5	2	22	2	12
3	1	5	1	1	3	4	3	2	1	2	3	2	3	5	5	4	4	5	2	21	2	12
1	3	2	5	3	1	2	5	5	1	2	1	1	1	1	4	5	4	5	2	25	2	13
3	3	3	3	4	5	5	5	5	3	3	5	3	2	4	5	4	4	4	2	22	2	13
2	4	3	3	3	5	5	5	5	2	3	5	4	3	5	5	5	3	4	2	22	2	13
2	2	4	5	5	5	5	3	5	1	1	4	1	1	4	4	2	1	1	2	20	2	13
2	4	4	5	5	5	5	5	5	2	2	4	2	2	4	5	5	3	3	2	22	2	13
2	3	3	3	2	5	5	5	3	2	2	5	4	4	4	4	4	2	3	2	22	2	13
1	2	3	1	1	3	4	2	5	1	1	2	1	1	4	1	3	3	4	2	24	2	13
3	4	3	5	2	5	4	5	5	3	3	5	4	2	5	5	5	3	3	2	23	2	13
1	4	1	2	2	5	5	5	2	3	1	5	2	1	5	5	5	4	5	2	23	2	13
2	3	2	1	2	5	5	5	4	2	2	4	3	3	3	3	3	4	4	2	22	2	13
1	2	1	1	3	5	4	3	5	1	1	3	2	2	4	4	3	4	5	2	26	1	13
1	4	2	2	1	4	5	5	5	1	1	2	3	2	5	5	5	2	5	2	25	2	13
1	3	2	4	4	5	5	4	5	1	1	4	3	2	4	4	4	1	1	2	22	2	15
2	4	3	3	3	5	5	5	5	1	3	5	4	3	5	5	5	3	4	2	20	2	15
1	3	2	5	4	5	5	5	5	2	2	5	2	2	5	5	2	1	3	2	20	2	15
2	3	4	3	4	5	5	5	5	2	2	5	2	2	3	5	5	4	5	2	20	2	15
3	5	5	5	5	5	5	5	5	3	3	5	5	5	5	5	5	3	4	2	21	2	15
3	5	3	2	3	5	5	5	5	2	2	5	4	2	4	5	5	3	4	2	26	2	15
2	4	1	1	3	4	3	2	4	1	1	3	1	1	2	2	1	5	5	2	26	2	15
3	4	4	5	5	5	5	5	5	4	3	5	3	3	5	5	5	5	5	2	26	2	15
1	3	3	1	2	2	5	3	4	1	3	2	1	1	2	5	3	2	2	2	28	2	15
3	5	4	5	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	2	26	2	15
1	4	1	1	2	1	3	5	5	1	2	5	5	5	5	5	5	3	3	2	25	2	15
2	4	2	3	3	5	5	5	5	3	3	5	3	3	5	5	5	5	5	2	26	2	15
1	3	2	4	5	3	5	5	5	2	2	5	2	4	5	5	5	5	5	2	24	2	15
1	4	2	4	5	3	2	5	5	3	2	5	3	3	5	5	5	3	5	2	25	2	15
2	3	3	4	3	4	5	5	5	1	2	5	3	3	5	5	5	3	4	2	23	2	15
1	2	3	4	5	2	5	3	3	1	1	1	3	3	4	5	3	4	4	2	24	2	15
3	5	4	3	3	2	5	5	5	2	2	5	3	3	5	5	5	1	1	2	25	2	15
1	3	2	2	3	2	5	2	5	2	1	1	1	2	5	1	2	1	2	2	25	2	15
2	4	3	4	1	3	5	5	5	1	2	4	3	3	5	5	5	3	5	2	23	2	15
1	3	3	2	4	2	5	5	5	1	1	5	3	1	5	5	3	3	4	2	25	2	15
1	3	3	1	2	2	5	3	4	1	3	2	1	1	2	5	3	2	2	2	29	2	15
3	5	4	5	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	2	26	2	15
2	4	3	4	1	3	5	5	5	1	2	4	3	3	5	5	5	3	5	2	23	2	15
2	2	2	4	2	5	4	4	5	1	1	3	2	2	3	4	4	2	2	2	20	2	16
1	2	3	3	2	5	3	5	5	1	1	3	1	2	1	5	4	4	3	2	22	2	16
2	4	3	5	5	5	5	5	5	4	2	4	3	3	5	5	5	3	3	2	22	2	16
2	5	5	5	5	5	5	5	5	3	1	5	3	3	5	5	5	4	5	2	22	2	16
3	3	5	5	2	5	4	5	5	2	2	5	5	5	5	5	5	3	4	2	26	2	16
2	3	4	4	5	5	5	4	5	3	3	5	4	3	4	5	4	3	4	2	24	2	16
2	4	3	4	2	5	5	3	5	2	2	3	1	1	4	5	4	4	4	2	24	2	16
2	3	4	4	5	5	5	4	5	2	1	5	2	1	2	5	5	2	3	2	23	2	16
3	4	2	4	5	5	5	5	5	2	2	5	3	3	5	5	5	2	3	2	28	2	17
3	4	4	3	5	5	5	5	5	1	2	5	3	2	1	4	5	3	2	2	23	2	17
2	4	4	3	4	5	5	4	5	2	2	5	3	3	5	5	4	3	4	2	24	2	17
2	4	2	3	4	5	5	5	5	2	2	5	3	3	4	5	5	4	5	2	24	2	17
3	5	4	4	5	5	5	5	5	3	3	5	5	5	5	5	5	2	2	2	29	2	17
1	2	2	4	5	5	5	4	5	1	1	4	3	1	5	5	3	5	4	2	21	2	17
2	3	4	1	4	5	4	5	5	2	2	5	3	2	4	5	5	4	4	2	21	2	17
3	5	5	5	5	5	5	5	5	5	2	5	3	4	5	5	5	4	5	2	21	2	17
2	5	3	4	5	5	5	5	5	5	2	5	4	4	5	5	5	4	4	2	23	2	17
2	5	3	5	5	5	5	5	5	4	2	5	5	5	5	5	5	4	5	2	27	2	17
2	4	4	5	5	5	5	5	5	4	2	5	3	3	5	5	5	5	5	2	22	2	17
3	3	5	5	5	3	5	5	5	4	2	5	3	2	4	5	5	1	3	2	27	2	17
3	3	3	5	5	5	5	5	5	4	2	5	2	4	3	5	5	5	5	2	24	2	17
3	5	3	4	5	5	5	5	5	4	3	5	3	3	5	5	5	3	4	2	24	2	17
1	2	5	5	4	5	5	5	5	2	2	4	2	2	4	5	5	3	3	2	25	2	17
2	3	2	5	5	5	5	4	5	2	1	4	2	1	4	4	5	3	4	2	29	2	17
3	5	4	5	4	5	5	4	5	5	3	5	5	2	5	5	5	5	4	2	22	2	17
1	2	3	5	5	5	5	5	5	3	1	4	2	2	5	5	4	4	5	2	22	2	18
1	1	3	5	4	5	5	2	5	2	1	3	1	1	3	3	1	2	4	2	22	2	18
2	4	5	5	5	5	5	5	5	4	3	5	3	4	4	5	5	4	4	2	24	2	18
2	4	4	4	5	5	5	5	5	3	3	4	3	2	4	5	5	2	4	2	24	2	18
2	3	4	4	4	5	5	3	4	1	1	3	2	1	4	4	2	3	5	2	26	2	18
3	4	3	3	4	5	5	5	5	5	3	5	5	4	5	5	5	4	5	2	21	2	19
2	3	3	4	3	4	5	5	5	3	1	2	3	3	5	5	5	4	5	2	24	2	19
2	4	3	5	5	5	5	5	5	3	3	5	5	5	5	5	5	2	4	2	21	2	19
2	3	3	3	4	5	4	2	3	3	2	5	2	2	3	4	3	3	3	2	21	2	19
2	4	4	4	5	5	5	5	5	3	3	4	2	2	4	5	5	2	4	2	22	2	19
2	3	3	3	4	5	5	5	5	1	1	4	3	3	4	5	5	2	4	2	24	2	19
3	3	4	4	4	5	5	5	5	2	3	5	3	3	5	5	5	2	4	2	24	2	19
1	2	1	1	3	5	3	3	4	1	1	2	3	2	3	3	2	5	5	2	27	1	19
1	2	1	3	3	5	5	5	5	1	1	4	2	2	5	5	5	2	2	2	22	1	19
2	3	3	5	5	5	5	5	5	2	2	5	2	2	5	5	5	5	4	2	27	2	19
2	3	2	3	4	3	3	1	2	2	1	2	2	1	1	3	1	2	3	2	24	2	19
3	5	3	5	5	5	5	5	5	4	3	5	3	3	5	5	5	4	5	2	23	2	20
2	5	2	4	4	4	4	4	4	2	2	5	2	2	5	5	4	5	5	2	24	2	20
1	2	2	5	5	5	5	5	5	3	2	5	1	1	4	5	5	4	5	2	28	2	20
1	3	3	5	5	5	5	5	5	2	1	4	2	2	5	5	5	5	5	2	27	2	20
2	2	4	5	5	5	5	5	5	4	2	5	2	2	5	5	3	5	5	2	27	2	20
1	1	1	1	4	1	2	5	5	1	1	2	2	2	3	4	4	4	5	2	33	2	20
1	3	1	3	5	5	5	5	5	1	1	4	1	1	2	5	5	5	5	2	26	2	20
2	3	2	3	5	5	5	5	5	3	2	4	2	2	2	3	5	3	4	2	20	2	20
1	2	3	4	5	5	5	5	5	2	1	5	2	2	5	5	5	5	5	2	20	2	20
3	3	4	4	2	5	5	4	5	2	2	3	4	3	5	5	4	3	3	2	23	2	20
1	1	3	2	2	5	5	3	5	1	2	5	2	1	5	5	3	3	4	2	20	2	20
1	3	4	3	1	5	4	5	5	1	1	5	2	2	5	5	4	5	5	2	21	2	20
1	4	3	1	4	5	5	4	5	1	1	5	1	2	3	4	4	1	3	2	23	2	20
1	2	2	1	2	1	1	1	5	1	1	3	1	1	5	5	1	2	4	2	22	2	20
2	3	4	4	5	5	5	5	5	2	2	5	2	1	3	5	4	3	3	2	22	2	20
2	1	5	3	3	5	5	5	5	5	5	5	4	2	5	3	4	5	5	2	21	2	20
1	3	4	5	5	5	5	5	5	3	2	5	5	5	5	5	5	3	5	2	21	2	20
2	4	3	3	5	5	5	5	5	3	2	5	2	2	5	5	5	3	3	2	21	2	20
2	2	4	5	5	5	5	5	5	3	1	5	2	2	5	5	5	3	4	2	21	2	20
2	5	4	5	5	5	5	4	5	2	2	4	1	2	4	4	3	3	4	2	24	2	20
1	1	1	1	1	3	3	5	5	1	1	4	4	3	4	5	5	2	3	2	22	2	20
2	3	2	3	5	5	5	5	5	3	2	4	2	2	2	3	5	3	4	2	21	2	20
3	4	3	5	5	5	5	5	5	3	3	5	3	3	5	5	5	4	5	2	27	2	20
2	3	4	5	4	5	5	3	5	2	2	5	3	1	5	5	3	3	4	2	22	2	20
4	4	5	5	5	5	5	5	5	4	3	5	3	3	5	5	5	4	5	2	27	2	20
2	4	3	5	5	5	5	5	5	3	2	5	5	5	5	5	5	4	4	2	25	2	20
3	5	3	3	4	5	5	5	5	3	2	4	3	2	4	5	5	3	4	2	23	2	20
3	4	3	5	5	5	5	5	5	3	2	5	2	2	4	5	5	5	5	2	23	2	20
3	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	23	2	20
2	1	3	2	5	5	5	5	5	2	2	5	3	2	3	5	5	5	5	2	30	2	20
3	4	3	5	4	5	5	5	5	4	3	5	5	5	5	5	5	4	5	2	25	2	20
2	4	3	4	4	5	5	5	5	5	2	5	5	5	5	5	5	5	5	2	25	2	20
1	1	1	5	5	5	5	1	3	3	2	5	1	1	3	3	1	2	4	2	30	3	20
3	4	4	3	5	5	5	3	5	3	3	5	3	2	3	5	5	4	4	2	24	3	20
2	2	3	3	3	5	5	1	4	1	1	5	2	2	4	5	1	4	4	2	24	2	20
2	3	4	5	5	5	5	3	5	2	2	3	2	2	5	5	3	2	3	2	25	2	20
3	2	4	3	3	5	5	5	5	1	1	5	2	1	3	5	5	1	2	2	27	2	20
2	3	5	5	5	5	5	5	5	3	2	5	2	2	2	5	5	2	4	2	25	2	20
1	3	3	3	5	5	5	5	5	2	2	5	5	2	3	5	5	2	2	2	25	2	20
2	5	2	3	5	5	5	5	5	2	2	5	5	4	5	5	5	3	5	2	28	2	20
2	3	2	5	5	5	5	5	5	3	2	5	2	2	5	5	5	4	5	2	29	2	20
1	5	2	5	5	5	5	5	5	3	1	5	5	5	5	5	5	4	5	2	28	2	20
2	3	5	5	5	5	5	5	5	4	2	5	5	4	5	5	5	4	5	2	23	2	20
2	5	5	5	5	5	5	5	5	3	2	5	5	5	5	5	5	4	5	2	23	2	20
1	1	2	4	4	5	5	2	4	1	1	4	1	1	4	5	2	1	2	2	27	2	20
3	2	4	5	5	5	5	5	5	1	1	5	2	3	3	5	5	4	2	2	24	3	20
2	5	5	5	5	5	5	5	5	3	2	5	3	3	5	5	5	5	5	2	25	2	20
2	4	3	4	4	5	5	5	5	1	1	5	4	2	5	5	5	5	5	2	23	2	20
2	3	5	2	5	5	5	5	5	3	2	5	4	2	5	5	5	3	4	2	23	2	21
2	4	3	4	5	5	3	4	5	2	2	5	2	2	4	5	4	3	4	2	23	2	21
3	4	4	5	5	5	5	5	5	4	3	5	4	4	4	4	5	2	2	2	23	2	21
2	4	4	3	4	5	5	5	5	3	2	5	2	2	3	4	5	4	4	2	24	2	21
1	1	1	1	1	3	2	2	3	1	1	2	1	1	2	2	5	3	4	2	46	2	21
2	5	5	5	5	5	5	5	5	3	2	5	5	4	5	5	5	3	5	2	28	2	21
2	3	3	5	5	5	5	5	5	2	2	5	2	2	4	5	4	3	2	2	32	2	21
2	4	5	4	5	5	5	5	5	4	2	5	3	3	3	5	5	4	5	2	24	2	21
2	3	3	4	4	4	4	4	4	3	2	5	2	2	3	5	3	2	2	2	27	2	21
1	2	3	3	3	3	3	2	2	2	1	4	1	2	2	3	4	4	4	2	25	2	21
2	3	4	5	5	5	5	5	5	4	2	5	3	3	4	5	5	4	5	2	22	2	21
1	2	4	2	3	5	5	5	5	1	2	5	3	2	5	5	5	4	5	2	21	2	21
3	4	4	3	5	5	5	5	5	2	2	5	3	2	3	5	5	1	2	2	20	2	21
1	1	2	3	3	3	4	5	5	3	1	5	2	2	4	5	5	3	4	2	26	2	21
2	2	4	5	5	2	5	4	4	2	1	5	3	2	4	5	5	2	5	2	20	2	21
2	4	5	5	5	5	5	4	5	2	2	5	3	2	2	5	4	3	4	2	19	2	21
